总价格,单价,地段,房屋户型,所在楼层,建筑面积,户型结构,装修情况
535.0,100868,"['东城', '崇文门']",1室1厅1厨1卫,中楼层 ,53.04,平层,简装
460.0,141670,"['东城', '灯市口']",1室1厅1厨1卫,底层 ,32.47,平层,简装
598.0,93996,"['东城', '安定门']",2室1厅1厨1卫,顶层 ,63.62,平层,精装
600.0,107239,"['东城', '广渠门']",2室1厅1厨1卫,低楼层 ,55.95,平层,简装
1300.0,85179,"['东城', '崇文门']",2室1厅1厨2卫,高楼层 ,152.62,平层,精装
508.0,75037,"['东城', '蒲黄榆']",2室1厅1厨1卫,低楼层 ,67.7,平层,精装
820.0,101687,"['东城', '崇文门']",2室1厅1厨1卫,低楼层 ,80.64,平层,简装
570.0,98242,"['东城', '安定门']",2室1厅1厨1卫,顶层 ,58.02,平层,简装
628.0,89946,"['东城', '天坛']",3室1厅1厨2卫,高楼层 ,69.82,平层,精装
465.0,97444,"['东城', '东花市']",1室1厅1厨1卫,底层 ,47.72,平层,精装
535.0,108873,"['东城', '前门']",2室1厅1厨2卫,高楼层 ,49.14,平层,精装
528.0,107449,"['东城', '前门']",2室1厅1厨1卫,中楼层 ,49.14,平层,简装
858.0,126084,"['东城', '朝阳门内']",2室1厅1厨1卫,高楼层 ,68.05,平层,简装
599.0,104084,"['东城', '东直门']",2室1厅1厨1卫,底层 ,57.55,平层,简装
2300.0,75272,"['东城', '东直门']",5室1厅1厨4卫,高楼层 ,305.56,平层,精装
1060.0,129395,"['东城', '东直门']",3室1厅1厨2卫,中楼层 ,81.92,复式,精装
1618.0,98240,"['东城', '建国门内']",3室1厅1厨1卫,高楼层 ,164.7,平层,精装
3770.0,148806,"['东城', '崇文门']",4室2厅1厨3卫,高楼层 ,253.35,复式,精装
1250.0,113585,"['东城', '东直门']",3室2厅1厨2卫,顶层 ,110.05,复式,精装
1030.0,61161,"['东城', '建国门内']",3室2厅1厨2卫,中楼层 ,168.41,平层,精装
830.0,93818,"['东城', '东直门']",3室1厅1厨1卫,高楼层 ,88.47,平层,精装
890.0,96845,"['东城', '天坛']",3室1厅1厨2卫,中楼层 ,91.9,平层,简装
999.0,96606,"['东城', '东花市']",2室2厅1厨1卫,中楼层 ,103.41,平层,精装
2250.0,111707,"['东城', '工体']",3室2厅1厨2卫,中楼层 ,201.42,平层,简装
1060.0,92569,"['东城', '广渠门']",2室2厅1厨2卫,中楼层 ,114.51,平层,简装
2160.0,153192,"['东城', '安定门']",5室1厅1厨2卫,底层 ,141.0,平层,简装
3580.0,153953,"['东城', '东直门']",3室2厅1厨2卫,高楼层 ,232.54,平层,精装
1980.0,143948,"['东城', '崇文门']",2室1厅1厨1卫,低楼层 ,137.55,平层,精装
1050.0,101293,"['东城', '广渠门']",3室1厅1厨1卫,低楼层 ,103.66,平层,简装
1036.0,63857,"['东城', '安定门']",2室2厅1厨3卫,低楼层 ,162.24,复式,精装
1280.0,55566,"['东城', '崇文门']",3室2厅1厨3卫,中楼层 ,230.36,平层,精装
680.0,92079,"['东城', '崇文门']",3室2厅1厨2卫,地下室 ,73.85,平层,精装
588.0,105623,"['东城', '东花市']",3室1厅1厨1卫,顶层 ,55.67,平层,简装
558.0,114392,"['东城', '前门']",2室1厅1厨1卫,中楼层 ,48.78,平层,精装
1199.0,117480,"['东城', '广渠门']",2室1厅1厨1卫,顶层 ,102.06,平层,简装
707.0,117971,"['东城', '广渠门']",2室1厅1厨1卫,顶层 ,59.93,平层,简装
1350.0,155102,"['东城', '东花市']",2室1厅1厨1卫,底层 ,87.04,平层,简装
825.0,106907,"['东城', '东直门']",2室1厅1厨1卫,低楼层 ,77.17,平层,精装
730.0,104840,"['东城', '崇文门']",2室1厅1厨1卫,低楼层 ,69.63,平层,精装
686.0,111418,"['东城', '和平里']",3室1厅1厨1卫,中楼层 ,61.57,平层,简装
399.0,98861,"['东城', '天坛']",1室1厅1厨1卫,高楼层 ,40.36,平层,精装
558.0,102067,"['东城', '东四']",2室1厅1厨1卫,中楼层 ,54.67,平层,简装
680.0,110876,"['东城', '和平里']",3室1厅1厨1卫,底层 ,61.33,平层,简装
1380.0,143065,"['东城', '东花市']",2室1厅1厨2卫,中楼层 ,96.46,平层,精装
710.0,78281,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,90.7,平层,精装
456.0,89817,"['东城', '天坛']",2室1厅1厨1卫,中楼层 ,50.77,平层,精装
785.0,97710,"['东城', '广渠门']",3室1厅1厨1卫,中楼层 ,80.34,平层,精装
630.0,84564,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,74.5,平层,精装
770.0,110363,"['东城', '安定门']",3室1厅1厨1卫,高楼层 ,69.77,平层,精装
844.0,119904,"['东城', '广渠门']",2室1厅1厨1卫,高楼层 ,70.39,平层,精装
850.0,110721,"['东城', '安定门']",2室1厅1厨1卫,高楼层 ,76.77,平层,简装
570.0,94575,"['东城', '前门']",3室0厅1厨1卫,高楼层 ,60.27,平层,精装
540.0,109712,"['东城', '前门']",2室1厅1厨1卫,中楼层 ,49.22,平层,简装
1030.0,110634,"['东城', '崇文门']",2室1厅1厨1卫,低楼层 ,93.1,平层,简装
468.0,115186,"['东城', '东直门']",1室1厅1厨1卫,中楼层 ,40.63,平层,精装
758.0,123032,"['东城', '和平里']",2室1厅1厨1卫,中楼层 ,61.61,平层,简装
584.0,107690,"['东城', '东直门']",2室1厅1厨1卫,中楼层 ,54.23,平层,精装
690.0,115462,"['东城', '和平里']",2室1厅1厨1卫,底层 ,59.76,平层,精装
1040.0,108844,"['东城', '建国门外']",3室1厅1厨1卫,底层 ,95.55,平层,精装
758.0,117885,"['东城', '和平里']",3室1厅1厨1卫,中楼层 ,64.3,平层,简装
625.0,79325,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,78.79,平层,精装
838.0,64886,"['东城', '永定门']",3室1厅1厨2卫,中楼层 ,129.15,复式,精装
708.0,86069,"['东城', '建国门外']",3室1厅1厨1卫,中楼层 ,82.26,平层,精装
1050.0,105486,"['东城', '崇文门']",3室2厅1厨1卫,高楼层 ,99.54,平层,精装
930.0,93449,"['东城', '广渠门']",3室1厅1厨1卫,高楼层 ,99.52,平层,简装
735.0,126615,"['东城', '崇文门']",1室1厅1厨1卫,低楼层 ,58.05,平层,简装
575.0,98241,"['东城', '朝阳门外']",2室1厅1厨1卫,中楼层 ,58.53,平层,简装
508.0,87136,"['东城', '永定门']",2室1厅1厨1卫,高楼层 ,58.3,平层,精装
1060.0,114114,"['东城', '广渠门']",2室1厅1厨1卫,高楼层 ,92.89,平层,精装
543.0,88365,"['东城', '广渠门']",1室1厅1厨1卫,中楼层 ,61.45,平层,精装
899.0,116799,"['东城', '灯市口']",3室1厅1厨1卫,中楼层 ,76.97,平层,简装
478.0,118347,"['东城', '安定门']",2室1厅1厨1卫,低楼层 ,40.39,平层,简装
1320.0,84773,"['东城', '永定门']",4室1厅1厨2卫,高楼层 ,155.71,平层,简装
589.0,103899,"['东城', '安定门']",2室1厅1厨1卫,低楼层 ,56.69,平层,简装
538.0,89073,"['东城', '广渠门']",1室1厅1厨1卫,底层 ,60.4,平层,简装
640.0,112796,"['东城', '崇文门']",1室1厅1厨1卫,低楼层 ,56.74,平层,精装
610.0,91414,"['东城', '广渠门']",1室1厅1厨1卫,高楼层 ,66.73,平层,精装
440.0,93260,"['东城', '永定门']",1室1厅1厨1卫,高楼层 ,47.18,平层,精装
660.0,165000,"['东城', '安定门']",1室1厅1厨1卫,底层 ,40.0,平层,精装
550.0,85351,"['东城', '永定门']",1室1厅1厨1卫,中楼层 ,64.44,平层,精装
494.0,101044,"['东城', '东直门']",1室1厅1厨1卫,中楼层 ,48.89,平层,简装
1025.0,133882,"['东城', '安定门']",2室1厅1厨1卫,高楼层 ,76.56,平层,精装
620.0,100324,"['东城', '和平里']",2室1厅1厨1卫,顶层 ,61.8,平层,其他
598.0,106161,"['东城', '崇文门']",3室1厅1厨1卫,低楼层 ,56.33,平层,简装
1600.0,97514,"['东城', '左安门']",3室2厅1厨2卫,底层 ,164.08,平层,精装
860.0,104369,"['东城', '工体']",1室1厅1厨1卫,低楼层 ,82.4,平层,精装
498.0,127890,"['东城', '安定门']",1室1厅1厨1卫,底层 ,38.94,平层,简装
980.0,96013,"['东城', '天坛']",3室2厅1厨1卫,低楼层 ,102.07,平层,简装
539.0,114852,"['东城', '东花市']",1室1厅1厨1卫,中楼层 ,46.93,平层,其他
1050.0,81408,"['东城', '广渠门']",2室1厅1厨1卫,中楼层 ,128.98,平层,精装
498.0,124719,"['东城', '东直门']",1室1厅1厨1卫,低楼层 ,39.93,平层,精装
820.0,94798,"['东城', '朝阳门外']",1室1厅1厨1卫,中楼层 ,86.5,平层,精装
1840.0,131242,"['东城', '工体']",3室2厅1厨2卫,中楼层 ,140.2,平层,精装
640.0,108383,"['东城', '东直门']",1室1厅1厨1卫,底层 ,59.05,平层,简装
718.0,109837,"['东城', '东直门']",2室1厅1厨1卫,低楼层 ,65.37,平层,简装
560.0,81896,"['东城', '永定门']",3室1厅1厨1卫,底层 ,68.38,平层,简装
785.0,113227,"['东城', '崇文门']",2室1厅1厨1卫,中楼层 ,69.33,平层,精装
535.0,111785,"['东城', '东花市']",1室1厅1厨1卫,中楼层 ,47.86,平层,精装
525.0,102660,"['东城', '广渠门']",2室1厅1厨1卫,中楼层 ,51.14,平层,简装
1190.0,98486,"['东城', '朝阳门外']",2室1厅1厨2卫,中楼层 ,120.83,平层,精装
765.0,116528,"['东城', '安贞']",2室1厅1厨1卫,高楼层 ,65.65,平层,精装
1095.0,130591,"['东城', '东直门']",3室1厅1厨1卫,中楼层 ,83.85,平层,精装
849.0,122423,"['东城', '灯市口']",3室1厅1厨1卫,中楼层 ,69.35,平层,简装
930.0,122659,"['东城', '和平里']",2室1厅1厨1卫,中楼层 ,75.82,平层,简装
1980.0,137864,"['东城', '崇文门']",3室1厅1厨2卫,低楼层 ,143.62,平层,其他
1038.0,87418,"['东城', '左安门']",3室2厅1厨1卫,中楼层 ,118.74,平层,精装
618.0,114086,"['东城', '安定门']",2室1厅1厨1卫,低楼层 ,54.17,平层,简装
880.0,124242,"['东城', '朝阳门内']",2室1厅1厨1卫,高楼层 ,70.83,平层,精装
720.0,110025,"['东城', '广渠门']",3室1厅1厨1卫,高楼层 ,65.44,平层,精装
1230.0,160198,"['东城', '交道口']",2室1厅1厨1卫,高楼层 ,76.78,平层,简装
720.0,95063,"['东城', '广渠门']",2室1厅1厨1卫,高楼层 ,75.74,平层,精装
738.0,81368,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,90.7,平层,精装
619.0,93167,"['东城', '东花市']",2室1厅1厨1卫,中楼层 ,66.44,暂无数据,简装
538.0,104670,"['东城', '东花市']",2室1厅1厨1卫,低楼层 ,51.4,平层,简装
965.0,117655,"['东城', '崇文门']",2室1厅1厨1卫,顶层 ,82.02,平层,精装
580.0,105264,"['东城', '崇文门']",2室1厅1厨1卫,中楼层 ,55.1,平层,精装
697.0,98183,"['东城', '东直门']",3室1厅1厨1卫,低楼层 ,70.99,平层,精装
540.0,86567,"['东城', '左安门']",2室1厅1厨1卫,中楼层 ,62.38,平层,简装
1320.0,151568,"['东城', '东花市']",2室1厅1厨1卫,低楼层 ,87.09,平层,简装
455.0,89726,"['东城', '天坛']",2室1厅1厨1卫,低楼层 ,50.71,平层,其他
780.0,134809,"['东城', '东单']",2室1厅1厨1卫,底层 ,57.86,平层,精装
595.0,101415,"['东城', '崇文门']",1室1厅1厨1卫,中楼层 ,58.67,平层,精装
799.0,89284,"['东城', '广渠门']",2室1厅1厨1卫,低楼层 ,89.49,平层,精装
1050.0,118712,"['东城', '东直门']",3室1厅1厨1卫,中楼层 ,88.45,平层,其他
619.0,77579,"['东城', '永定门']",3室1厅1厨1卫,高楼层 ,79.79,平层,精装
998.0,107683,"['东城', '安贞']",3室1厅1厨1卫,中楼层 ,92.68,平层,简装
655.0,100123,"['东城', '东直门']",3室1厅1厨1卫,中楼层 ,65.42,平层,简装
576.0,90113,"['东城', '左安门']",2室1厅1厨1卫,中楼层 ,63.92,平层,毛坯
495.0,93750,"['东城', '广渠门']",1室1厅1厨1卫,中楼层 ,52.8,平层,精装
810.0,126306,"['东城', '广渠门']",1室1厅1厨1卫,中楼层 ,64.13,平层,其他
836.0,69912,"['东城', '永定门']",2室1厅1厨2卫,中楼层 ,119.58,平层,精装
618.0,99952,"['东城', '天坛']",2室1厅1厨1卫,中楼层 ,61.83,平层,精装
395.0,77695,"['东城', '左安门']",1室1厅1厨1卫,底层 ,50.84,平层,简装
995.0,110177,"['东城', '崇文门']",3室1厅1厨1卫,中楼层 ,90.31,平层,简装
473.0,76279,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,62.01,平层,简装
759.0,109272,"['东城', '朝阳门内']",2室1厅1厨1卫,中楼层 ,69.46,平层,简装
530.0,83373,"['东城', '永定门']",1室1厅1厨1卫,中楼层 ,63.57,平层,精装
960.0,90498,"['东城', '广渠门']",2室1厅1厨1卫,中楼层 ,106.08,平层,精装
725.0,96538,"['东城', '建国门内']",2室1厅1厨1卫,低楼层 ,75.1,平层,精装
620.0,110458,"['东城', '和平里']",2室1厅1厨1卫,中楼层 ,56.13,平层,简装
490.0,97184,"['东城', '前门']",2室1厅1厨1卫,高楼层 ,50.42,平层,精装
999.0,132599,"['东城', '朝阳门内']",2室1厅1厨1卫,中楼层 ,75.34,平层,精装
870.0,149639,"['东城', '和平里']",2室1厅1厨1卫,低楼层 ,58.14,平层,简装
620.0,110047,"['东城', '左安门']",2室1厅1厨1卫,中楼层 ,56.34,平层,其他
1196.0,139427,"['东城', '安定门']",2室1厅1厨1卫,高楼层 ,85.78,平层,精装
650.0,100807,"['东城', '崇文门']",2室1厅1厨1卫,中楼层 ,64.48,平层,简装
740.0,64064,"['东城', '永定门']",2室1厅1厨1卫,低楼层 ,115.51,平层,简装
2023.0,136505,"['东城', '工体']",3室1厅1厨2卫,中楼层 ,148.2,平层,精装
595.0,85550,"['东城', '东直门']",2室1厅1厨1卫,顶层 ,69.55,平层,精装
598.0,105580,"['东城', '安定门']",2室1厅1厨1卫,高楼层 ,56.64,平层,简装
1400.0,95388,"['东城', '广渠门']",3室1厅1厨2卫,高楼层 ,146.77,平层,简装
475.0,107442,"['东城', '东四']",1室1厅1厨1卫,高楼层 ,44.21,平层,精装
600.0,103969,"['东城', '广渠门']",1室1厅1厨1卫,中楼层 ,57.71,平层,精装
455.0,109665,"['东城', '崇文门']",1室1厅1厨1卫,中楼层 ,41.49,平层,简装
880.0,104130,"['东城', '广渠门']",2室1厅1厨1卫,低楼层 ,84.51,平层,精装
546.0,94875,"['东城', '工体']",1室1厅1厨1卫,底层 ,57.55,平层,精装
515.0,105317,"['东城', '广渠门']",1室1厅1厨1卫,中楼层 ,48.9,平层,精装
620.0,124649,"['东城', '安贞']",1室1厅1厨1卫,高楼层 ,49.74,平层,精装
620.0,134754,"['东城', '广渠门']",1室0厅1厨1卫,低楼层 ,46.01,平层,精装
618.0,102590,"['东城', '广渠门']",1室1厅1厨1卫,中楼层 ,60.24,平层,简装
665.0,158108,"['东城', '交道口']",1室1厅1厨1卫,中楼层 ,42.06,平层,精装
488.0,80290,"['东城', '永定门']",1室1厅1厨1卫,中楼层 ,60.78,平层,精装
599.0,109009,"['东城', '朝阳门外']",2室1厅1厨1卫,中楼层 ,54.95,平层,精装
618.0,99662,"['东城', '广渠门']",1室1厅1厨1卫,低楼层 ,62.01,平层,简装
775.0,109634,"['东城', '广渠门']",1室1厅1厨1卫,高楼层 ,70.69,平层,精装
479.0,110983,"['东城', '东直门']",1室1厅1厨1卫,高楼层 ,43.16,平层,精装
710.0,116681,"['东城', '安定门']",2室1厅1厨1卫,底层 ,60.85,平层,简装
600.0,103395,"['东城', '和平里']",2室1厅1厨1卫,中楼层 ,58.03,平层,毛坯
530.0,94728,"['东城', '安定门']",1室1厅1厨1卫,中楼层 ,55.95,平层,简装
460.0,97520,"['东城', '天坛']",2室1厅1厨1卫,中楼层 ,47.17,平层,毛坯
595.0,90882,"['东城', '广渠门']",2室1厅1厨1卫,低楼层 ,65.47,平层,简装
516.0,84911,"['东城', '左安门']",3室1厅1厨1卫,底层 ,60.77,平层,简装
580.0,124464,"['东城', '安贞']",1室1厅1厨1卫,中楼层 ,46.6,平层,精装
535.0,86865,"['东城', '广渠门']",2室1厅1厨1卫,中楼层 ,61.59,平层,简装
540.0,96861,"['东城', '灯市口']",2室1厅1厨1卫,顶层 ,55.75,平层,简装
990.0,110086,"['东城', '建国门内']",3室1厅1厨1卫,高楼层 ,89.93,平层,毛坯
600.0,91716,"['东城', '东直门']",3室1厅1厨1卫,中楼层 ,65.42,平层,简装
1089.0,118126,"['东城', '和平里']",2室1厅1厨1卫,中楼层 ,92.19,平层,简装
668.0,81128,"['东城', '永定门']",3室1厅1厨1卫,中楼层 ,82.34,平层,精装
639.0,138402,"['东城', '安定门']",2室1厅1厨1卫,底层 ,46.17,平层,简装
588.0,105471,"['东城', '前门']",2室0厅1厨1卫,中楼层 ,55.75,平层,精装
468.0,89862,"['东城', '广渠门']",1室0厅1厨1卫,顶层 ,52.08,平层,简装
370.0,136230,"['东城', '崇文门']",1室0厅1厨1卫,低楼层 ,27.16,平层,简装
353.0,123773,"['东城', '崇文门']",1室0厅1厨1卫,中楼层 ,28.52,平层,精装
465.0,77115,"['东城', '永定门']",1室1厅1厨1卫,底层 ,60.3,平层,精装
635.0,113556,"['东城', '和平里']",2室1厅1厨1卫,中楼层 ,55.92,平层,简装
579.0,91774,"['东城', '东花市']",2室1厅1厨1卫,低楼层 ,63.09,平层,精装
730.0,130942,"['东城', '前门']",2室1厅1厨1卫,高楼层 ,55.75,平层,精装
618.0,68713,"['东城', '永定门']",2室1厅1厨1卫,高楼层 ,89.94,平层,简装
759.0,103196,"['东城', '和平里']",3室1厅1厨1卫,中楼层 ,73.55,平层,简装
700.0,96366,"['东城', '崇文门']",2室1厅1厨1卫,高楼层 ,72.64,平层,简装
700.0,94112,"['东城', '朝阳门内']",2室1厅1厨1卫,中楼层 ,74.38,平层,精装
568.0,88474,"['东城', '安定门']",2室1厅1厨1卫,底层 ,64.2,平层,精装
598.0,101236,"['东城', '工体']",2室1厅1厨1卫,低楼层 ,59.07,平层,简装
412.0,84099,"['东城', '天坛']",2室1厅1厨1卫,顶层 ,48.99,平层,简装
539.0,126645,"['东城', '和平里']",1室1厅1厨1卫,中楼层 ,42.56,平层,简装
549.0,88349,"['东城', '广渠门']",2室1厅1厨1卫,中楼层 ,62.14,平层,毛坯
555.0,134611,"['东城', '安贞']",1室1厅1厨1卫,中楼层 ,41.23,平层,简装
460.0,94456,"['东城', '工体']",1室0厅1厨1卫,底层 ,48.7,平层,精装
1160.0,107998,"['东城', '东花市']",2室2厅1厨1卫,顶层 ,107.41,平层,简装
670.0,121841,"['东城', '安定门']",2室1厅1厨1卫,高楼层 ,54.99,平层,简装
850.0,109607,"['东城', '广渠门']",3室1厅1厨1卫,中楼层 ,77.55,平层,简装
968.0,94707,"['东城', '左安门']",3室1厅1厨1卫,中楼层 ,102.21,平层,精装
550.0,98303,"['东城', '安定门']",1室1厅1厨1卫,中楼层 ,55.95,平层,精装
510.0,94427,"['东城', '左安门']",2室1厅1厨1卫,中楼层 ,54.01,平层,其他
450.0,89339,"['东城', '天坛']",2室1厅1厨1卫,顶层 ,50.37,平层,简装
710.0,124781,"['东城', '灯市口']",2室1厅1厨1卫,底层 ,56.9,平层,简装
510.0,112658,"['东城', '前门']",1室1厅1厨1卫,高楼层 ,45.27,平层,简装
748.0,128855,"['东城', '崇文门']",1室1厅1厨1卫,中楼层 ,58.05,平层,精装
745.0,84029,"['东城', '永定门']",2室1厅1厨1卫,高楼层 ,88.66,平层,精装
699.0,126815,"['东城', '和平里']",2室1厅1厨1卫,底层 ,55.12,平层,精装
720.0,62822,"['东城', '朝阳门外']",2室1厅1厨1卫,中楼层 ,114.61,平层,精装
890.0,108155,"['东城', '崇文门']",2室1厅1厨1卫,低楼层 ,82.29,平层,精装
449.0,80539,"['东城', '左安门']",2室1厅1厨1卫,顶层 ,55.75,平层,精装
828.0,109669,"['东城', '建国门内']",2室1厅1厨1卫,中楼层 ,75.5,平层,精装
738.0,95436,"['东城', '安定门']",3室1厅1厨1卫,中楼层 ,77.33,平层,精装
830.0,103997,"['东城', '崇文门']",2室1厅1厨1卫,中楼层 ,79.81,平层,简装
509.0,94120,"['东城', '前门']",2室1厅1厨1卫,高楼层 ,54.08,平层,简装
508.0,95364,"['东城', '崇文门']",1室1厅1厨1卫,中楼层 ,53.27,平层,精装
550.0,118026,"['东城', '安贞']",1室1厅1厨1卫,中楼层 ,46.6,平层,精装
490.0,94943,"['东城', '广渠门']",1室0厅1厨1卫,中楼层 ,51.61,平层,简装
468.0,96119,"['东城', '前门']",2室1厅1厨1卫,顶层 ,48.69,平层,精装
635.0,56037,"['东城', '永定门']",3室1厅1厨1卫,顶层 ,113.32,平层,精装
800.0,107803,"['东城', '崇文门']",2室1厅1厨1卫,低楼层 ,74.21,平层,简装
587.0,76066,"['东城', '永定门']",3室1厅1厨1卫,低楼层 ,77.17,平层,精装
999.0,118717,"['东城', '前门']",3室1厅1厨1卫,中楼层 ,84.15,平层,精装
600.0,95088,"['东城', '建国门外']",2室1厅1厨1卫,高楼层 ,63.1,平层,简装
1299.0,98172,"['东城', '和平里']",2室2厅1厨2卫,中楼层 ,132.32,跃层,精装
520.0,125392,"['东城', '灯市口']",1室1厅1厨1卫,中楼层 ,41.47,暂无数据,精装
599.0,106660,"['东城', '朝阳门外']",2室1厅1厨1卫,中楼层 ,56.16,暂无数据,简装
825.0,130766,"['东城', '交道口']",3室1厅1厨1卫,中楼层 ,63.09,平层,精装
369.0,79253,"['东城', '永定门']",2室1厅1厨1卫,低楼层 ,46.56,暂无数据,精装
670.0,121553,"['东城', '和平里']",2室1厅1厨1卫,高楼层 ,55.12,平层,精装
2450.0,104438,"['东城', '东花市']",4室2厅1厨3卫,高楼层 ,234.59,平层,简装
1100.0,128250,"['东城', '朝阳门内']",3室1厅1厨1卫,底层 ,85.77,平层,简装
595.0,128677,"['东城', '金宝街']",1室1厅1厨1卫,中楼层 ,46.24,平层,简装
2100.0,155085,"['东城', '崇文门']",2室2厅1厨2卫,中楼层 ,135.41,平层,精装
1340.0,93050,"['东城', '永定门']",3室1厅1厨1卫,低楼层 ,144.01,平层,精装
5200.0,164766,"['东城', '建国门内']",4室2厅1厨6卫,低楼层 ,315.6,平层,精装
3300.0,167905,"['东城', '东直门']",3室2厅1厨2卫,中楼层 ,196.54,平层,精装
1950.0,137373,"['东城', '工体']",3室2厅1厨2卫,高楼层 ,141.95,平层,精装
985.0,66925,"['东城', '安定门']",3室1厅1厨2卫,中楼层 ,147.18,平层,简装
1150.0,111944,"['东城', '东花市']",3室2厅1厨1卫,底层 ,102.73,平层,精装
1260.0,105378,"['东城', '崇文门']",4室2厅1厨2卫,顶层 ,119.57,复式,简装
1058.0,83072,"['东城', '和平里']",3室2厅1厨2卫,高楼层 ,127.36,复式,简装
1150.0,86852,"['东城', '东直门']",4室1厅1厨2卫,顶层 ,132.41,复式,其他
520.0,117408,"['东城', '东直门']",1室1厅1厨1卫,中楼层 ,44.29,平层,简装
828.0,89922,"['东城', '永定门']",2室2厅1厨1卫,中楼层 ,92.08,平层,精装
625.0,119503,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,52.3,平层,精装
880.0,116111,"['东城', '东直门']",3室1厅1厨1卫,顶层 ,75.79,平层,其他
810.0,88583,"['东城', '永定门']",2室1厅1厨1卫,顶层 ,91.44,平层,简装
890.0,112744,"['东城', '和平里']",3室1厅1厨1卫,低楼层 ,78.94,平层,简装
1100.0,116341,"['东城', '东花市']",2室2厅1厨1卫,中楼层 ,94.55,平层,简装
995.0,109982,"['东城', '崇文门']",3室1厅1厨1卫,低楼层 ,90.47,平层,精装
1750.0,132146,"['东城', '崇文门']",2室2厅1厨2卫,低楼层 ,132.43,平层,其他
1740.0,126675,"['东城', '崇文门']",3室1厅1厨2卫,中楼层 ,137.36,平层,精装
569.0,86514,"['东城', '左安门']",2室1厅1厨1卫,低楼层 ,65.77,平层,精装
1230.0,106929,"['东城', '广渠门']",2室1厅1厨2卫,低楼层 ,115.03,复式,简装
1199.0,90036,"['东城', '朝阳门内']",4室2厅1厨2卫,顶层 ,133.17,复式,简装
980.0,119673,"['东城', '东直门']",3室1厅1厨2卫,高楼层 ,81.89,复式,精装
1298.0,104627,"['东城', '左安门']",3室2厅1厨2卫,低楼层 ,124.06,平层,简装
1236.0,139740,"['东城', '崇文门']",3室1厅1厨1卫,低楼层 ,88.45,平层,简装
1100.0,98505,"['东城', '和平里']",3室2厅1厨2卫,顶层 ,111.67,跃层,其他
3800.0,131116,"['东城', '东直门']",4室2厅1厨2卫,中楼层 ,289.82,平层,精装
1488.0,64180,"['东城', '崇文门']",3室2厅1厨3卫,中楼层 ,231.85,平层,精装
1550.0,73436,"['东城', '东直门']",2室2厅1厨2卫,低楼层 ,211.07,复式,简装
1446.0,111385,"['东城', '东直门']",3室1厅1厨2卫,中楼层 ,129.82,平层,精装
970.0,102473,"['东城', '东花市']",3室2厅1厨2卫,顶层 ,94.66,复式,精装
1050.0,109604,"['东城', '灯市口']",3室1厅1厨1卫,中楼层 ,95.8,平层,其他
720.0,111146,"['东城', '东直门']",2室1厅1厨1卫,中楼层 ,64.78,平层,精装
935.0,128930,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,72.52,平层,简装
1156.0,160000,"['东城', '地安门']",3室1厅1厨1卫,中楼层 ,72.25,平层,简装
598.0,103586,"['东城', '东直门']",2室1厅1厨1卫,顶层 ,57.73,平层,简装
670.0,118480,"['东城', '和平里']",2室1厅1厨1卫,底层 ,56.55,平层,精装
615.0,99435,"['东城', '天坛']",2室1厅1厨1卫,中楼层 ,61.85,平层,精装
550.0,121871,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,45.13,平层,简装
1520.0,101829,"['东城', '建国门内']",2室1厅1厨2卫,中楼层 ,149.27,平层,精装
716.0,129946,"['东城', '朝阳门内']",1室1厅1厨1卫,中楼层 ,55.1,平层,简装
520.0,90451,"['东城', '东直门']",2室1厅1厨1卫,高楼层 ,57.49,平层,精装
612.0,109169,"['东城', '和平里']",2室1厅1厨1卫,顶层 ,56.06,平层,精装
518.0,90402,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,57.3,平层,简装
465.0,80842,"['东城', '永定门']",2室1厅1厨1卫,顶层 ,57.52,平层,精装
500.0,80672,"['东城', '崇文门']",1室0厅1厨1卫,高楼层 ,61.98,平层,精装
1109.0,133535,"['东城', '东四']",3室1厅1厨1卫,低楼层 ,83.05,平层,简装
1570.0,97972,"['东城', '左安门']",3室2厅1厨2卫,底层 ,160.25,平层,简装
2500.0,165312,"['东城', '建国门内']",1室1厅1厨2卫,低楼层 ,151.23,平层,精装
660.0,73735,"['东城', '永定门']",2室1厅1厨1卫,低楼层 ,89.51,平层,毛坯
820.0,77461,"['东城', '崇文门']",2室1厅1厨2卫,高楼层 ,105.86,平层,精装
520.0,109084,"['东城', '安定门']",2室1厅1厨1卫,高楼层 ,47.67,平层,精装
820.0,105385,"['东城', '和平里']",3室1厅1厨1卫,中楼层 ,77.81,平层,精装
690.0,120735,"['东城', '安定门']",2室1厅1厨1卫,高楼层 ,57.15,平层,简装
720.0,127978,"['东城', '东四']",2室1厅1厨1卫,低楼层 ,56.26,平层,其他
717.0,151618,"['东城', '东四']",2室1厅1厨1卫,中楼层 ,47.29,平层,精装
750.0,98142,"['东城', '朝阳门内']",2室1厅1厨1卫,底层 ,76.42,平层,简装
