总价格,单价,地段,房屋户型,所在楼层,建筑面积,户型结构,装修情况
777.0,135060,"['东城', '和平里']",3室1厅1厨1卫,底层 ,57.53,平层,精装
690.0,143780,"['东城', '朝阳门内']",1室1厅1厨1卫,中楼层 ,47.99,平层,简装
508.0,116863,"['东城', '和平里']",1室1厅1厨1卫,中楼层 ,43.47,平层,其他
940.0,122492,"['东城', '东直门']",2室1厅1厨1卫,中楼层 ,76.74,平层,其他
485.0,72410,"['东城', '永定门']",3室1厅1厨1卫,中楼层 ,66.98,平层,简装
920.0,116338,"['东城', '和平里']",2室1厅1厨1卫,中楼层 ,79.08,平层,简装
1198.0,129950,"['东城', '和平里']",2室1厅1厨1卫,顶层 ,92.19,平层,简装
589.0,104101,"['东城', '东直门']",2室1厅1厨1卫,高楼层 ,56.58,平层,精装
1080.0,117943,"['东城', '左安门']",3室1厅1厨1卫,中楼层 ,91.57,平层,精装
670.0,117710,"['东城', '崇文门']",1室1厅1厨1卫,高楼层 ,56.92,平层,精装
628.0,113419,"['东城', '安定门']",2室1厅1厨1卫,顶层 ,55.37,平层,精装
965.0,113892,"['东城', '东直门']",3室1厅1厨1卫,高楼层 ,84.73,平层,精装
599.0,96427,"['东城', '左安门']",3室1厅1厨1卫,中楼层 ,62.12,平层,精装
1010.0,159937,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,63.15,平层,精装
880.0,118439,"['东城', '东直门']",2室1厅1厨1卫,高楼层 ,74.3,平层,简装
1260.0,140109,"['东城', '建国门内']",3室1厅1厨1卫,中楼层 ,89.93,平层,精装
2060.0,141474,"['东城', '东直门']",3室1厅1厨2卫,低楼层 ,145.61,平层,简装
1280.0,131905,"['东城', '和平里']",2室1厅1厨1卫,中楼层 ,97.04,平层,精装
780.0,118506,"['东城', '安贞']",2室1厅1厨1卫,低楼层 ,65.82,平层,精装
1060.0,102515,"['东城', '崇文门']",3室1厅1厨1卫,低楼层 ,103.4,平层,精装
790.0,121334,"['东城', '东直门']",2室1厅1厨1卫,高楼层 ,65.11,平层,精装
508.0,75160,"['东城', '蒲黄榆']",2室1厅1厨1卫,顶层 ,67.59,平层,精装
920.0,136580,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,67.36,平层,简装
720.0,110804,"['东城', '东四']",2室1厅1厨1卫,低楼层 ,64.98,平层,精装
840.0,130598,"['东城', '和平里']",3室1厅1厨1卫,高楼层 ,64.32,平层,精装
869.0,111140,"['东城', '东直门']",3室2厅1厨2卫,高楼层 ,78.19,复式,精装
960.0,126366,"['东城', '灯市口']",3室1厅1厨1卫,顶层 ,75.97,平层,精装
1300.0,105272,"['东城', '广渠门']",3室2厅1厨2卫,中楼层 ,123.49,平层,其他
1050.0,99235,"['东城', '东花市']",2室2厅1厨1卫,底层 ,105.81,平层,简装
1380.0,114523,"['东城', '交道口']",3室2厅1厨2卫,顶层 ,120.5,复式,精装
1230.0,109004,"['东城', '天坛']",4室2厅1厨2卫,中楼层 ,112.84,复式,精装
2350.0,143293,"['东城', '崇文门']",3室2厅1厨2卫,低楼层 ,164.0,平层,精装
799.0,97821,"['东城', '崇文门']",2室2厅1厨1卫,高楼层 ,81.68,平层,精装
1770.0,146536,"['东城', '交道口']",3室1厅1厨2卫,中楼层 ,120.79,平层,精装
3130.0,138215,"['东城', '灯市口']",5室2厅1厨3卫,中楼层 ,226.46,平层,精装
1880.0,134652,"['东城', '建国门内']",2室2厅1厨2卫,中楼层 ,139.62,平层,简装
1350.0,110277,"['东城', '交道口']",4室1厅1厨2卫,顶层 ,122.42,复式,其他
1438.0,98941,"['东城', '工体']",3室1厅1厨2卫,高楼层 ,145.34,平层,精装
2050.0,146366,"['东城', '东直门']",3室2厅1厨2卫,低楼层 ,140.06,平层,精装
1120.0,112824,"['东城', '安定门']",2室2厅1厨1卫,中楼层 ,99.27,平层,精装
2998.0,133192,"['东城', '东直门']",5室2厅1厨3卫,高楼层 ,225.09,复式,精装
800.0,75579,"['东城', '崇文门']",2室1厅1厨2卫,中楼层 ,105.85,平层,精装
790.0,113376,"['东城', '崇文门']",3室1厅1厨1卫,中楼层 ,69.68,平层,精装
1220.0,101982,"['东城', '广渠门']",2室2厅1厨2卫,高楼层 ,119.63,平层,简装
3158.0,155836,"['东城', '工体']",3室2厅1厨3卫,中楼层 ,202.65,平层,精装
840.0,118728,"['东城', '东直门']",2室1厅1厨1卫,低楼层 ,70.75,平层,精装
895.0,110658,"['东城', '东直门']",2室2厅1厨1卫,顶层 ,80.88,平层,精装
930.0,109943,"['东城', '广渠门']",3室1厅1厨1卫,中楼层 ,84.59,平层,精装
498.0,97839,"['东城', '天坛']",2室1厅1厨1卫,高楼层 ,50.9,平层,简装
585.0,131817,"['东城', '安定门']",1室1厅1厨1卫,中楼层 ,44.38,平层,精装
1398.0,155179,"['东城', '陶然亭']",2室2厅1厨1卫,底层 ,90.09,平层,其他
760.0,112427,"['东城', '和平里']",2室1厅1厨1卫,底层 ,67.6,平层,简装
1199.0,124095,"['东城', '安定门']",3室2厅1厨1卫,中楼层 ,96.62,平层,精装
880.0,112346,"['东城', '广渠门']",2室1厅1厨1卫,底层 ,78.33,平层,简装
1580.0,125020,"['东城', '和平里']",2室2厅1厨2卫,高楼层 ,126.38,平层,简装
645.0,110351,"['东城', '崇文门']",1室1厅1厨1卫,低楼层 ,58.45,平层,毛坯
698.0,109268,"['东城', '朝阳门内']",2室1厅1厨1卫,中楼层 ,63.88,平层,精装
2200.0,143773,"['东城', '东直门']",2室2厅1厨1卫,中楼层 ,153.02,平层,其他
655.0,82546,"['东城', '永定门']",2室1厅1厨1卫,高楼层 ,79.35,平层,简装
590.0,142754,"['东城', '东直门']",1室1厅1厨1卫,高楼层 ,41.33,平层,其他
798.0,119052,"['东城', '安定门']",2室1厅1厨1卫,低楼层 ,67.03,平层,简装
790.0,124862,"['东城', '和平里']",3室1厅1厨1卫,中楼层 ,63.27,平层,简装
678.0,113208,"['东城', '崇文门']",1室1厅1厨1卫,高楼层 ,59.89,平层,简装
545.0,135573,"['东城', '安贞']",2室1厅1厨1卫,高楼层 ,40.2,平层,精装
618.0,77756,"['东城', '永定门']",3室1厅1厨1卫,中楼层 ,79.48,平层,简装
1139.0,101272,"['东城', '左安门']",3室1厅1厨1卫,中楼层 ,112.47,平层,精装
888.0,116475,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,76.24,平层,精装
565.0,84746,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,66.67,平层,毛坯
580.0,100018,"['东城', '建国门内']",1室1厅1厨1卫,底层 ,57.99,平层,其他
770.0,91049,"['东城', '永定门']",2室1厅1厨1卫,高楼层 ,84.57,平层,简装
639.0,82198,"['东城', '东直门']",1室1厅1厨1卫,高楼层 ,77.74,平层,简装
660.0,96732,"['东城', '安贞']",2室1厅1厨1卫,高楼层 ,68.23,平层,简装
495.0,133388,"['东城', '安定门']",1室1厅1厨1卫,顶层 ,37.11,平层,毛坯
1500.0,113371,"['东城', '朝阳门内']",2室2厅1厨2卫,顶层 ,132.31,平层,精装
799.0,126265,"['东城', '地安门']",3室1厅1厨1卫,顶层 ,63.28,平层,简装
499.0,77678,"['东城', '左安门']",2室1厅1厨1卫,高楼层 ,64.24,平层,精装
850.0,88376,"['东城', '建国门内']",2室1厅1厨2卫,中楼层 ,96.18,平层,其他
505.0,91652,"['东城', '广渠门']",1室1厅1厨1卫,低楼层 ,55.1,平层,简装
716.0,92591,"['东城', '安定门']",3室1厅1厨1卫,底层 ,77.33,平层,简装
600.0,93736,"['东城', '东直门']",2室1厅1厨1卫,顶层 ,64.01,平层,简装
635.0,75858,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,83.71,平层,精装
798.0,97034,"['东城', '东直门']",3室1厅1厨1卫,中楼层 ,82.24,平层,毛坯
730.0,98145,"['东城', '朝阳门内']",2室1厅1厨1卫,高楼层 ,74.38,平层,简装
1189.0,80360,"['东城', '广渠门']",3室1厅1厨1卫,顶层 ,147.96,平层,简装
615.0,80120,"['东城', '永定门']",2室1厅1厨1卫,高楼层 ,76.76,平层,精装
1250.0,129857,"['东城', '金宝街']",2室1厅1厨1卫,低楼层 ,96.26,平层,精装
1440.0,126195,"['东城', '广渠门']",2室2厅1厨2卫,高楼层 ,114.11,平层,精装
2350.0,131322,"['东城', '广渠门']",3室2厅1厨2卫,顶层 ,178.95,平层,精装
1965.0,113179,"['东城', '左安门']",3室1厅1厨1卫,高楼层 ,173.62,平层,简装
1230.0,96532,"['东城', '广渠门']",3室1厅1厨1卫,中楼层 ,127.42,平层,简装
1189.0,129380,"['东城', '陶然亭']",2室2厅1厨1卫,高楼层 ,91.9,平层,简装
1300.0,76892,"['东城', '东花市']",3室3厅1厨2卫,顶层 ,169.07,复式,简装
1198.0,130431,"['东城', '陶然亭']",2室2厅1厨1卫,高楼层 ,91.85,平层,精装
1220.0,110119,"['东城', '崇文门']",3室1厅1厨2卫,中楼层 ,110.79,平层,精装
1700.0,117347,"['东城', '广渠门']",3室1厅1厨2卫,中楼层 ,144.87,平层,精装
1720.0,118728,"['东城', '广渠门']",3室1厅1厨2卫,中楼层 ,144.87,平层,简装
1772.0,83878,"['东城', '东花市']",3室2厅1厨3卫,高楼层 ,211.26,复式,简装
1980.0,118224,"['东城', '广渠门']",3室2厅1厨2卫,中楼层 ,167.48,平层,毛坯
760.0,99490,"['东城', '东花市']",2室1厅1厨1卫,中楼层 ,76.39,平层,精装
1850.0,117521,"['东城', '崇文门']",3室2厅1厨2卫,低楼层 ,157.42,平层,简装
1179.0,99840,"['东城', '安贞']",3室1厅1厨2卫,顶层 ,118.09,平层,精装
660.0,96675,"['东城', '崇文门']",2室1厅1厨1卫,顶层 ,68.27,平层,简装
1530.0,86348,"['东城', '建国门内']",3室1厅1厨2卫,低楼层 ,177.19,平层,简装
790.0,96731,"['东城', '东花市']",2室1厅1厨1卫,高楼层 ,81.67,平层,简装
1230.0,115776,"['东城', '崇文门']",3室1厅1厨1卫,底层 ,106.24,平层,精装
1520.0,125766,"['东城', '东花市']",2室1厅1厨2卫,中楼层 ,120.86,平层,简装
2098.0,109614,"['东城', '崇文门']",4室2厅1厨4卫,底层 ,191.4,平层,精装
1395.0,116309,"['东城', '崇文门']",3室1厅1厨1卫,低楼层 ,119.94,平层,精装
1600.0,72586,"['东城', '建国门内']",6室2厅1厨2卫,中楼层 ,220.43,平层,简装
2800.0,95180,"['东城', '崇文门']",6室2厅1厨3卫,底层 ,294.18,复式,简装
1745.0,125387,"['东城', '崇文门']",3室1厅1厨2卫,顶层 ,139.17,平层,精装
1030.0,131731,"['东城', '东直门']",3室2厅1厨2卫,高楼层 ,78.19,复式,简装
1020.0,112546,"['东城', '崇文门']",3室1厅1厨1卫,高楼层 ,90.63,平层,简装
1075.0,85109,"['东城', '永定门']",3室1厅1厨2卫,低楼层 ,126.31,平层,简装
1150.0,124567,"['东城', '崇文门']",3室1厅1厨1卫,低楼层 ,92.32,平层,简装
948.0,121601,"['东城', '东直门']",3室1厅1厨2卫,高楼层 ,77.96,复式,简装
2800.0,110835,"['东城', '东直门']",3室2厅1厨3卫,低楼层 ,252.63,平层,精装
1150.0,108604,"['东城', '崇文门']",2室1厅1厨2卫,中楼层 ,105.89,平层,精装
1398.0,53925,"['东城', '朝阳门外']",4室1厅2厨2卫,中楼层 ,259.25,平层,简装
2338.0,141981,"['东城', '广渠门']",4室1厅1厨2卫,中楼层 ,164.67,平层,精装
2300.0,140099,"['东城', '崇文门']",3室2厅1厨2卫,低楼层 ,164.17,平层,简装
2200.0,91916,"['东城', '金宝街']",3室2厅1厨2卫,顶层 ,239.35,平层,简装
1650.0,122604,"['东城', '崇文门']",3室1厅1厨2卫,低楼层 ,134.58,平层,简装
1970.0,132723,"['东城', '工体']",3室2厅1厨2卫,低楼层 ,148.43,平层,其他
1080.0,88315,"['东城', '崇文门']",4室2厅1厨2卫,顶层 ,122.29,复式,精装
1099.0,99413,"['东城', '崇文门']",3室1厅2厨2卫,底层 ,110.55,平层,简装
887.0,124265,"['东城', '东花市']",1室1厅1厨1卫,低楼层 ,71.38,平层,精装
2150.0,125687,"['东城', '和平里']",3室2厅1厨2卫,低楼层 ,171.06,平层,精装
1299.0,85153,"['东城', '广渠门']",3室2厅1厨2卫,中楼层 ,152.55,平层,精装
1430.0,102311,"['东城', '广渠门']",3室1厅1厨2卫,中楼层 ,139.77,平层,精装
1165.0,106151,"['东城', '安定门']",4室1厅1厨2卫,低楼层 ,109.75,暂无数据,精装
1356.0,111395,"['东城', '和平里']",3室1厅1厨1卫,高楼层 ,121.73,平层,简装
1040.0,70314,"['东城', '永定门']",3室1厅1厨2卫,高楼层 ,147.91,平层,简装
1350.0,105379,"['东城', '东花市']",3室2厅1厨2卫,中楼层 ,128.11,平层,其他
1350.0,140275,"['东城', '崇文门']",3室1厅1厨1卫,低楼层 ,96.24,平层,其他
1130.0,103985,"['东城', '崇文门']",3室1厅1厨1卫,高楼层 ,108.67,平层,简装
1438.0,91042,"['东城', '永定门']",3室1厅1厨2卫,高楼层 ,157.95,平层,简装
950.0,80007,"['东城', '左安门']",3室2厅1厨1卫,底层 ,118.74,平层,其他
1750.0,96001,"['东城', '安定门']",4室2厅1厨2卫,中楼层 ,182.29,平层,其他
1600.0,152585,"['东城', '建国门内']",4室1厅1厨2卫,底层 ,104.86,平层,精装
1730.0,133663,"['东城', '东花市']",3室2厅1厨2卫,低楼层 ,129.43,平层,简装
1249.0,100378,"['东城', '东花市']",2室2厅1厨2卫,中楼层 ,124.43,平层,简装
690.0,102893,"['东城', '崇文门']",2室1厅1厨1卫,高楼层 ,67.06,平层,精装
1478.0,63241,"['东城', '崇文门']",3室1厅1厨3卫,高楼层 ,233.71,平层,精装
1350.0,92944,"['东城', '崇文门']",2室2厅2厨3卫,中楼层 ,145.25,平层,简装
1320.0,59648,"['东城', '崇文门']",4室2厅1厨3卫,高楼层 ,221.3,平层,精装
1430.0,72593,"['东城', '崇文门']",4室1厅1厨2卫,低楼层 ,196.99,平层,简装
1580.0,127389,"['东城', '广渠门']",3室2厅1厨2卫,低楼层 ,124.03,平层,简装
1799.0,104472,"['东城', '建国门内']",3室1厅1厨2卫,高楼层 ,172.2,平层,精装
1799.0,130514,"['东城', '东花市']",3室2厅1厨2卫,中楼层 ,137.84,平层,其他
1789.0,123295,"['东城', '崇文门']",3室1厅1厨2卫,低楼层 ,145.1,平层,精装
2200.0,81679,"['东城', '崇文门']",3室2厅1厨3卫,高楼层 ,269.35,复式,精装
795.0,88887,"['东城', '左安门']",3室1厅1厨1卫,中楼层 ,89.44,平层,其他
910.0,138425,"['东城', '东单']",2室1厅1厨1卫,底层 ,65.74,复式,简装
1780.0,126072,"['东城', '东花市']",3室2厅1厨2卫,高楼层 ,141.19,平层,简装
1600.0,99478,"['东城', '左安门']",3室2厅1厨2卫,低楼层 ,160.84,平层,其他
2500.0,157679,"['东城', '崇文门']",3室1厅1厨2卫,低楼层 ,158.55,平层,毛坯
760.0,118178,"['东城', '东直门']",2室1厅1厨1卫,低楼层 ,64.31,暂无数据,简装
2580.0,71857,"['东城', '和平里']",4室2厅1厨4卫,高楼层 ,359.05,平层,毛坯
1190.0,157679,"['东城', '金宝街']",3室1厅1厨2卫,底层 ,75.47,复式,简装
1720.0,121187,"['东城', '东花市']",3室2厅1厨2卫,低楼层 ,141.93,平层,简装
1750.0,147555,"['东城', '前门']",3室1厅1厨2卫,高楼层 ,118.6,平层,毛坯
1230.0,116357,"['东城', '东花市']",3室1厅1厨1卫,低楼层 ,105.71,平层,精装
1730.0,101933,"['东城', '东花市']",3室2厅1厨2卫,低楼层 ,169.72,平层,简装
1120.0,75732,"['东城', '永定门']",3室2厅1厨2卫,低楼层 ,147.89,平层,简装
1508.0,113924,"['东城', '东花市']",2室2厅1厨2卫,中楼层 ,132.37,平层,精装
1356.0,109887,"['东城', '和平里']",3室1厅1厨1卫,底层 ,123.4,平层,简装
2680.0,74642,"['东城', '和平里']",4室2厅1厨5卫,中楼层 ,359.05,平层,毛坯
888.0,69009,"['东城', '永定门']",4室2厅1厨2卫,顶层 ,128.68,复式,其他
1800.0,127254,"['东城', '工体']",3室1厅1厨2卫,高楼层 ,141.45,平层,其他
530.0,91998,"['东城', '建国门内']",1室1厅1厨1卫,高楼层 ,57.61,平层,简装
750.0,167449,"['东城', '东四']",1室1厅1厨1卫,底层 ,44.79,平层,精装
1151.0,146625,"['东城', '东四']",3室1厅1厨2卫,底层 ,78.5,平层,精装
498.0,135695,"['东城', '安定门']",1室1厅1厨1卫,高楼层 ,36.7,平层,其他
4000.0,130805,"['东城', '崇文门']",6室2厅1厨3卫,顶层 ,305.8,复式,其他
615.0,117143,"['东城', '东直门']",2室1厅1厨1卫,中楼层 ,52.5,平层,精装
875.0,109829,"['东城', '朝阳门内']",2室1厅1厨1卫,中楼层 ,79.67,平层,简装
968.0,141645,"['东城', '金宝街']",3室1厅1厨1卫,中楼层 ,68.34,平层,精装
730.0,102832,"['东城', '东直门']",3室1厅1厨1卫,顶层 ,70.99,平层,精装
798.0,103502,"['东城', '灯市口']",3室1厅1厨1卫,高楼层 ,77.1,平层,其他
685.0,169976,"['东城', '安定门']",1室1厅1厨1卫,中楼层 ,40.3,平层,简装
498.0,120582,"['东城', '灯市口']",1室1厅1厨1卫,顶层 ,41.3,平层,精装
608.0,109412,"['东城', '崇文门']",2室1厅1厨1卫,中楼层 ,55.57,平层,其他
570.0,99546,"['东城', '安定门']",1室1厅1厨1卫,中楼层 ,57.26,平层,精装
980.0,121048,"['东城', '崇文门']",1室2厅1厨1卫,中楼层 ,80.96,平层,其他
900.0,94628,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,95.11,平层,精装
450.0,117036,"['东城', '东直门']",1室1厅1厨1卫,中楼层 ,38.45,平层,简装
610.0,104668,"['东城', '东直门']",2室1厅1厨1卫,顶层 ,58.28,平层,其他
520.0,117701,"['东城', '安贞']",1室1厅1厨1卫,顶层 ,44.18,平层,精装
870.0,118610,"['东城', '东直门']",2室1厅1厨1卫,高楼层 ,73.35,平层,简装
928.0,130631,"['东城', '朝阳门内']",2室1厅1厨1卫,中楼层 ,71.04,平层,其他
893.0,122581,"['东城', '东直门']",2室1厅1厨1卫,高楼层 ,72.85,平层,精装
900.0,135176,"['东城', '建国门内']",3室1厅1厨1卫,高楼层 ,66.58,平层,精装
929.0,102903,"['东城', '安贞']",3室1厅1厨2卫,底层 ,90.28,平层,其他
640.0,103728,"['东城', '东四']",2室1厅1厨1卫,顶层 ,61.7,平层,简装
1038.0,179834,"['东城', '地安门']",2室1厅1厨1卫,底层 ,57.72,平层,精装
700.0,86677,"['东城', '东直门']",1室1厅1厨1卫,中楼层 ,80.76,平层,简装
980.0,120601,"['东城', '灯市口']",4室1厅1厨1卫,高楼层 ,81.26,平层,毛坯
720.0,146610,"['东城', '地安门']",2室1厅1厨1卫,顶层 ,49.11,平层,精装
715.0,147332,"['东城', '灯市口']",2室1厅1厨1卫,底层 ,48.53,平层,简装
1060.0,123170,"['东城', '和平里']",3室1厅1厨1卫,中楼层 ,86.06,平层,精装
1930.0,151516,"['东城', '工体']",2室1厅1厨2卫,低楼层 ,127.38,平层,其他
720.0,117475,"['东城', '朝阳门内']",2室1厅1厨1卫,中楼层 ,61.29,平层,简装
602.0,93770,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,64.2,平层,简装
730.0,107797,"['东城', '朝阳门内']",2室2厅1厨1卫,顶层 ,67.72,平层,精装
790.0,112137,"['东城', '和平里']",3室1厅1厨1卫,底层 ,70.45,平层,简装
799.0,111780,"['东城', '东直门']",2室1厅1厨1卫,低楼层 ,71.48,平层,简装
1100.0,121682,"['东城', '朝阳门内']",3室1厅1厨1卫,高楼层 ,90.4,平层,其他
658.0,108171,"['东城', '安定门']",2室1厅1厨1卫,顶层 ,60.83,平层,其他
880.0,104925,"['东城', '东直门']",2室1厅1厨1卫,高楼层 ,83.87,平层,简装
1398.0,69855,"['东城', '东直门']",3室1厅1厨3卫,中楼层 ,200.13,平层,其他
710.0,96836,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,73.32,平层,精装
850.0,130449,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,65.16,平层,精装
950.0,116837,"['东城', '东直门']",3室1厅1厨2卫,高楼层 ,81.31,复式,简装
678.0,102063,"['东城', '东直门']",2室1厅1厨1卫,顶层 ,66.43,平层,其他
568.0,77059,"['东城', '永定门']",2室1厅1厨1卫,顶层 ,73.71,平层,简装
830.0,123568,"['东城', '朝阳门内']",2室1厅1厨1卫,中楼层 ,67.17,平层,精装
630.0,107546,"['东城', '和平里']",1室1厅1厨1卫,中楼层 ,58.58,平层,其他
890.0,120695,"['东城', '崇文门']",2室1厅1厨1卫,中楼层 ,73.74,平层,精装
735.0,119922,"['东城', '朝阳门内']",1室1厅1厨1卫,高楼层 ,61.29,平层,精装
520.0,127890,"['东城', '建国门内']",1室1厅1厨1卫,中楼层 ,40.66,平层,精装
670.0,84405,"['东城', '永定门']",2室1厅1厨1卫,高楼层 ,79.38,平层,精装
480.0,100926,"['东城', '崇文门']",1室1厅1厨1卫,中楼层 ,47.56,平层,简装
560.0,91654,"['东城', '天坛']",2室1厅1厨1卫,中楼层 ,61.1,平层,简装
708.0,126204,"['东城', '和平里']",2室1厅1厨1卫,底层 ,56.1,平层,精装
550.0,132626,"['东城', '灯市口']",1室1厅1厨1卫,高楼层 ,41.47,平层,其他
920.0,87745,"['东城', '左安门']",2室1厅1厨1卫,高楼层 ,104.85,平层,精装
850.0,119972,"['东城', '东直门']",2室1厅1厨1卫,高楼层 ,70.85,平层,简装
615.0,107631,"['东城', '崇文门']",1室1厅1厨1卫,中楼层 ,57.14,平层,精装
638.0,104283,"['东城', '安定门']",2室1厅1厨1卫,顶层 ,61.18,平层,精装
880.0,114524,"['东城', '广渠门']",3室1厅1厨1卫,中楼层 ,76.84,平层,精装
828.0,127601,"['东城', '东直门']",2室1厅2厨1卫,中楼层 ,64.89,平层,精装
665.0,105389,"['东城', '广渠门']",3室1厅1厨1卫,底层 ,63.1,平层,精装
1188.0,106999,"['东城', '左安门']",3室1厅1厨1卫,高楼层 ,111.03,平层,其他
745.0,83231,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,89.51,平层,简装
728.0,134965,"['东城', '和平里']",2室1厅1厨1卫,中楼层 ,53.94,平层,简装
875.0,134595,"['东城', '东直门']",2室1厅1厨1卫,高楼层 ,65.01,平层,其他
1050.0,138249,"['东城', '东四']",3室1厅1厨1卫,中楼层 ,75.95,平层,简装
718.0,72983,"['东城', '永定门']",3室1厅1厨1卫,中楼层 ,98.38,平层,毛坯
1097.0,108625,"['东城', '朝阳门内']",3室1厅1厨1卫,中楼层 ,100.99,平层,其他
890.0,104620,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,85.07,平层,简装
605.0,66440,"['东城', '永定门']",2室1厅1厨1卫,高楼层 ,91.06,平层,简装
1190.0,95323,"['东城', '永定门']",2室1厅1厨2卫,中楼层 ,124.84,平层,简装
660.0,115953,"['东城', '左安门']",3室1厅1厨1卫,中楼层 ,56.92,平层,简装
860.0,103915,"['东城', '安定门']",3室1厅1厨1卫,中楼层 ,82.76,平层,简装
1150.0,150268,"['东城', '交道口']",2室1厅1厨1卫,中楼层 ,76.53,平层,简装
890.0,124948,"['东城', '和平里']",2室1厅1厨1卫,高楼层 ,71.23,平层,其他
968.0,70812,"['东城', '天坛']",4室2厅1厨2卫,高楼层 ,136.7,复式,精装
1250.0,107232,"['东城', '朝阳门内']",4室2厅1厨2卫,高楼层 ,116.57,复式,其他
650.0,97833,"['东城', '东花市']",2室1厅1厨1卫,低楼层 ,66.44,平层,简装
1199.0,111494,"['东城', '安贞']",3室1厅1厨2卫,低楼层 ,107.54,平层,精装
2140.0,140660,"['东城', '和平里']",3室1厅1厨1卫,中楼层 ,152.14,平层,简装
2190.0,133839,"['东城', '崇文门']",3室1厅1厨2卫,底层 ,163.63,平层,简装
1560.0,99048,"['东城', '左安门']",3室2厅1厨1卫,底层 ,157.5,平层,其他
338.0,167327,"['东城', '崇文门']",1室1厅1厨1卫,底层 ,20.2,复式,其他
630.0,114297,"['东城', '建国门内']",2室1厅1厨1卫,底层 ,55.12,平层,简装
636.0,132860,"['东城', '东直门']",1室1厅1厨1卫,中楼层 ,47.87,平层,其他
839.0,113028,"['东城', '东直门']",2室1厅1厨1卫,低楼层 ,74.23,平层,其他
1310.0,115246,"['东城', '朝阳门内']",3室2厅1厨2卫,底层 ,113.67,平层,简装
930.0,101607,"['东城', '金宝街']",3室1厅1厨1卫,中楼层 ,91.53,复式,精装
780.0,99490,"['东城', '和平里']",2室2厅1厨1卫,低楼层 ,78.4,平层,简装
775.0,113537,"['东城', '和平里']",2室1厅1厨1卫,顶层 ,68.26,平层,精装
1180.0,137402,"['东城', '朝阳门内']",3室1厅1厨1卫,底层 ,85.88,平层,精装
530.0,107093,"['东城', '左安门']",2室1厅1厨1卫,中楼层 ,49.49,平层,简装
535.0,130552,"['东城', '和平里']",1室1厅1厨1卫,顶层 ,40.98,平层,简装
1366.0,112391,"['东城', '左安门']",2室1厅1厨2卫,高楼层 ,121.54,平层,简装
539.0,89476,"['东城', '左安门']",2室1厅1厨1卫,高楼层 ,60.24,平层,简装
698.0,148196,"['东城', '安定门']",1室1厅1厨1卫,高楼层 ,47.1,平层,精装
463.0,70046,"['东城', '建国门内']",1室1厅1厨1卫,低楼层 ,66.1,平层,简装
560.0,109014,"['东城', '建国门内']",2室1厅1厨1卫,顶层 ,51.37,平层,精装
475.0,115292,"['东城', '东直门']",1室1厅1厨1卫,顶层 ,41.2,平层,毛坯
520.0,121213,"['东城', '安定门']",1室1厅1厨1卫,中楼层 ,42.9,平层,精装
595.0,132902,"['东城', '和平里']",1室1厅1厨1卫,高楼层 ,44.77,平层,简装
715.0,131121,"['东城', '和平里']",2室1厅1厨1卫,中楼层 ,54.53,平层,简装
605.0,137782,"['东城', '和平里']",1室1厅1厨1卫,中楼层 ,43.91,平层,简装
846.0,125725,"['东城', '东花市']",1室1厅1厨1卫,顶层 ,67.29,平层,精装
625.0,124851,"['东城', '工体']",2室1厅1厨1卫,低楼层 ,50.06,平层,简装
469.0,115291,"['东城', '建国门内']",1室0厅1厨1卫,高楼层 ,40.68,平层,简装
1300.0,102138,"['东城', '广渠门']",2室2厅1厨2卫,中楼层 ,127.28,平层,其他
890.0,124424,"['东城', '金宝街']",3室1厅1厨1卫,中楼层 ,71.53,平层,简装
750.0,128977,"['东城', '和平里']",2室1厅1厨1卫,高楼层 ,58.15,平层,精装
788.0,129905,"['东城', '灯市口']",2室1厅1厨1卫,中楼层 ,60.66,平层,精装
515.0,127634,"['东城', '崇文门']",1室1厅1厨1卫,中楼层 ,40.35,平层,其他
815.0,137067,"['东城', '陶然亭']",1室1厅1厨1卫,高楼层 ,59.46,平层,简装
668.0,120080,"['东城', '地安门']",2室1厅1厨1卫,顶层 ,55.63,平层,简装
555.0,109901,"['东城', '安定门']",2室1厅1厨1卫,顶层 ,50.5,平层,精装
600.0,118344,"['东城', '安定门']",2室1厅1厨1卫,高楼层 ,50.7,平层,简装
750.0,109139,"['东城', '广渠门']",2室1厅1厨1卫,中楼层 ,68.72,平层,简装
780.0,121250,"['东城', '东直门']",2室1厅1厨1卫,高楼层 ,64.33,平层,其他
650.0,101706,"['东城', '朝阳门内']",1室1厅1厨1卫,高楼层 ,63.91,平层,简装
740.0,72871,"['东城', '工体']",2室2厅1厨1卫,中楼层 ,101.55,平层,精装
745.0,109158,"['东城', '广渠门']",3室0厅1厨1卫,顶层 ,68.25,平层,精装
